Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score
158,34,554.22,1,2,2,122,5
235,18,289.90999999999997,1,2,1,121,4
219,6,134.7,1,1,1,111,3
45,130,2166.38,3,4,4,344,11
21,24,607.71,3,2,2,322,7
127,71,889.9300000000001,2,3,3,233,8
39,6,108.97999999999999,3,1,1,311,5
121,60,1021.58,2,3,3,233,8
260,18,409.57,1,2,2,122,5
10,31,133.5,4,2,1,421,7
271,21,258.7,1,2,1,121,4
165,1,51.0,1,1,1,111,3
157,47,1078.96,1,3,3,133,7
215,6,90.6,1,1,1,111,3
6,9,163.62,4,1,1,411,6
366,11,174.4,1,1,1,111,3
60,38,666.9399999999999,2,2,3,223,7
43,41,225.77,3,2,1,321,6
19,58,882.58,3,3,3,333,9
32,118,2128.23,3,4,4,344,11
22,41,161.2,3,2,1,321,6
109,69,3717.35,2,3,4,234,9
8,533,9167.82,4,4,4,444,12
320,8,155.0,1,1,1,111,3
295,4,100.5,1,1,1,111,3
358,4,76.55,1,1,1,111,3
185,75,257.68,1,3,1,131,5
191,11,617.05,1,1,2,112,4
44,46,348.1,3,3,2,332,8
52,56,202.68,2,3,1,231,6
26,131,626.0699999999999,3,4,2,342,9
38,59,1247.69,3,3,3,333,9
9,14,202.11,4,1,1,411,6
297,7,142.4,1,1,1,111,3
33,140,1770.56,3,4,4,344,11
9,191,3172.04,4,4,4,444,12
9,62,999.72,4,3,3,433,10
10,291,4592.47,4,4,4,444,12
218,5,67.95,1,1,1,111,3
2,353,3471.91,4,4,4,444,12
65,73,487.99,2,3,2,232,7
1,95,2556.68,4,3,4,434,11
141,26,559.7,2,2,2,222,6
4,183,4039.98,4,4,4,444,12
130,26,1426.31,2,2,3,223,7
34,104,1434.72,3,4,3,343,10
119,8,156.75,2,1,1,211,4
107,76,2111.08,2,3,4,234,9
11,107,2606.53,4,4,4,444,12
71,55,1908.25,2,3,4,234,9
16,287,576.3,4,4,2,442,10
311,14,1063.0,1,1,3,113,5
35,45,761.3299999999999,3,3,3,333,9
362,23,122.7,1,2,1,121,4
92,98,1485.1299999999999,2,3,3,233,8
1,612,5811.56,4,4,4,444,12
22,14,490.22,3,1,2,312,6
4,124,1937.25,4,4,4,444,12
11,206,1058.06,4,4,3,443,11
85,30,385.87,2,2,2,222,6
57,27,813.11,2,2,3,223,7
1,222,4263.64,4,4,4,444,12
218,3,265.2,1,1,1,111,3
18,1,322.08,3,1,2,312,6
19,264,3918.9,3,4,4,344,11
50,17,363.34000000000003,3,1,2,312,6
7,148,1230.14,4,4,3,443,11
299,22,397.76,1,2,2,122,5
10,382,2255.51,4,4,4,444,12
22,12,1372.8,3,1,3,313,7
99,9,89.06,2,1,1,211,4
143,6,-43.400000000000006,2,1,1,211,4
306,9,131.9,1,1,1,111,3
320,32,2661.24,1,2,4,124,7
8,55,2357.6800000000003,4,3,4,434,11
1,59,1545.14,4,3,3,433,10
2,68,1544.62,4,3,3,433,10
54,98,1400.88,2,3,3,233,8
1,293,1039.58,4,4,3,443,11
19,70,1163.23,3,3,3,333,9
9,20,375.35,4,2,2,422,8
19,258,907.1,3,4,3,343,10
181,40,483.25,1,2,2,122,5
60,109,662.59,2,4,3,243,9
11,62,264.44,4,3,1,431,8
190,22,119.93,1,2,1,121,4
5,977,3047.63,4,4,4,444,12
311,4,113.64,1,1,1,111,3
155,37,1837.92,1,2,4,124,7
110,17,383.34,2,1,2,212,5
148,180,2103.06,1,4,4,144,9
64,246,1965.9,2,4,4,244,10
98,6,529.62,2,1,2,212,5
247,130,1058.6200000000001,1,4,3,143,8
29,72,2272.4,3,3,4,334,10
18,90,598.76,3,3,2,332,8
12,43,461.19,4,3,2,432,9
104,281,1936.84,2,4,4,244,10
74,7,234.34000000000003,2,1,1,211,4
43,30,537.71,3,2,2,322,7
72,47,799.82,2,3,3,233,8
257,19,215.7,1,2,1,121,4
20,11,1307.81,3,1,3,313,7
254,18,316.25,1,2,2,122,5
11,13,279.05,4,1,1,411,6
165,30,636.51,1,2,2,122,5
18,144,2068.15,3,4,4,344,11
150,10,129.2,1,1,1,111,3
50,14,321.92,3,1,2,312,6
39,47,165.75,3,3,1,331,7
27,145,1183.58,3,4,3,343,10
51,49,1047.43,2,3,3,233,8
207,30,463.38,1,2,2,122,5
175,17,340.93,1,1,2,112,4
7,123,2362.84,4,4,4,444,12
26,7,139.56,3,1,1,311,5
51,6,123.8,2,1,1,211,4
312,19,538.8100000000001,1,2,2,122,5
301,31,457.47,1,2,2,122,5
43,193,1957.32,3,4,4,344,11
26,194,815.32,3,4,3,343,10
88,7,356.85,2,1,2,212,5
64,12,190.31,2,1,1,211,4
20,631,2351.02,3,4,4,344,11
3,164,3543.26,4,4,4,444,12
47,107,673.26,3,4,3,343,10
17,803,5818.7,4,4,4,444,12
17,316,2012.17,4,4,4,444,12
24,98,1368.18,3,3,3,333,9
22,57,276.42,3,3,1,331,7
11,71,1267.4099999999999,4,3,3,433,10
188,23,275.28,1,2,1,121,4
101,18,438.49,2,2,2,222,6
61,73,1055.35,2,3,3,233,8
18,101,2102.09,3,3,4,334,10
33,18,330.45,3,2,2,322,7
64,16,174.37,2,1,1,211,4
2,4,270.6,4,1,1,411,6
24,17,974.54,3,1,3,313,7
108,12,241.09,2,1,1,211,4
32,203,1867.68,3,4,4,344,11
9,298,4221.37,4,4,4,444,12
3,1011,7711.38,4,4,4,444,12
37,18,364.21999999999997,3,2,2,322,7
60,229,620.04,2,4,2,242,8
26,216,2925.91,3,4,4,344,11
236,64,932.85,1,3,3,133,7
25,65,1812.6200000000001,3,3,4,334,10
3,558,4075.35,4,4,4,444,12
59,333,2841.09,2,4,4,244,10
260,19,171.8,1,2,1,121,4
58,10,355.56,2,1,2,212,5
65,19,388.25,2,2,2,222,6
16,32,537.48,4,2,2,422,8
10,76,996.26,4,3,3,433,10
59,111,1461.65,2,4,3,243,9
186,5,103.25,1,1,1,111,3
4,107,2916.17,4,4,4,444,12
24,114,2024.45,3,4,4,344,11
4,417,2487.02,4,4,4,444,12
4,367,3986.7400000000002,4,4,4,444,12
151,4,652.8,1,1,3,113,5
311,56,289.24,1,3,1,131,5
11,48,765.62,4,3,3,433,10
18,10,186.23,3,1,1,311,5
152,58,165.07,1,3,1,131,5
19,113,859.27,3,4,3,343,10
10,216,2381.04,4,4,4,444,12
57,21,324.14,2,2,2,222,6
64,32,0.0,2,2,1,221,5
7,76,2174.18,4,3,4,434,11
76,69,1080.76,2,3,3,233,8
4,446,4709.22,4,4,4,444,12
96,129,3073.77,2,4,4,244,10
111,4,1432.0,2,1,3,213,6
35,34,1524.46,3,2,3,323,8
1,12,227.39,4,1,1,411,6
281,29,218.06,1,2,1,121,4
3,273,2803.69,4,4,4,444,12
180,241,1603.72,1,4,3,143,8
372,1,35.400000000000006,1,1,1,111,3
13,123,859.71,4,4,3,443,11
3,24,168.63,4,2,1,421,7
17,17,138.6,4,1,1,411,6
41,6,114.11,3,1,1,311,5
6,330,1052.55,4,4,3,443,11
169,101,1029.26,1,3,3,133,7
50,29,157.05,3,2,1,321,6
227,27,134.16,1,2,1,121,4
19,384,1598.24,3,4,3,343,10
372,3,39.75,1,1,1,111,3
15,197,1447.14,4,4,3,443,11
35,164,570.46,3,4,2,342,9
22,152,617.99,3,4,2,342,9
7,53,379.83,4,3,2,432,9
20,102,1740.6,3,3,4,334,10
11,55,883.15,4,3,3,433,10
44,50,221.97,3,3,1,331,7
306,25,393.33000000000004,1,2,2,122,5
11,7,213.96,4,1,1,411,6
275,2,660.0,1,1,3,113,5
1,2782,11713.85,4,4,4,444,12
16,114,11341.1,4,4,4,444,12
4,20,1785.15,4,2,4,424,10
72,4,601.56,2,1,2,212,5
243,3,406.08000000000004,1,1,2,112,4
9,17,538.59,4,1,2,412,7
239,22,379.51,1,2,2,122,5
204,30,393.28000000000003,1,2,2,122,5
1,96,1765.76,4,3,4,434,11
185,21,320.58000000000004,1,2,2,122,5
32,135,869.35,3,4,3,343,10
57,13,225.85,2,1,1,211,4
185,57,848.48,1,3,3,133,7
9,126,2757.07,4,4,4,444,12
312,5,-21.85,1,1,1,111,3
91,24,671.96,2,2,3,223,7
4,153,939.21,4,4,3,443,11
51,41,1006.98,2,2,3,223,7
263,8,114.56,1,1,1,111,3
266,20,344.90000000000003,1,2,2,122,5
36,28,609.85,3,2,2,322,7
51,16,443.6,2,1,2,212,5
52,175,2952.34,2,4,4,244,10
16,113,2042.15,4,4,4,444,12
22,7,110.46,3,1,1,311,5
59,2,96.12,2,1,1,211,4
170,34,668.61,1,2,3,123,6
9,29,780.46,4,2,3,423,9
157,30,597.09,1,2,2,122,5
2,2085,279489.02,4,4,4,444,12
201,30,243.22,1,2,1,121,4
5,199,1417.29,4,4,3,443,11
67,102,654.6,2,3,3,233,8
77,29,114.18,2,2,1,221,5
1,237,1947.55,4,4,4,444,12
4,50,1930.15,4,3,4,434,11
169,80,291.05,1,3,1,131,5
18,127,838.27,3,4,3,343,10
5,29,247.15,4,2,1,421,7
9,259,2456.53,4,4,4,444,12
87,30,285.74,2,2,1,221,5
27,4,107.95,3,1,1,311,5
29,168,771.17,3,4,3,343,10
20,99,637.89,3,3,2,332,8
61,117,1258.38,2,4,3,243,9
24,14,195.25,3,1,1,311,5
11,576,9231.2,4,4,4,444,12
242,170,1269.99,1,4,3,143,8
280,132,411.53,1,4,2,142,7
235,61,765.55,1,3,3,133,7
3,74,1736.4,4,3,4,434,11
16,102,604.75,4,3,2,432,9
31,44,2543.2400000000002,3,3,4,334,10
372,1,-2.55,1,1,1,111,3
25,320,26932.34,3,4,4,344,11
71,7,498.95,2,1,2,212,5
188,2,52.0,1,1,1,111,3
26,421,1236.28,3,4,3,343,10
107,15,628.38,2,1,2,212,5
8,359,5107.38,4,4,4,444,12
209,13,112.8,1,1,1,111,3
44,54,358.61,3,3,2,332,8
31,71,2114.33,3,3,4,334,10
137,69,582.05,2,3,2,232,7
265,8,172.9,1,1,1,111,3
4,133,2070.97,4,4,4,444,12
218,22,188.60999999999999,1,2,1,121,4
2,210,1250.76,4,4,3,443,11
214,8,109.13000000000001,1,1,1,111,3
32,115,2235.3,3,4,4,344,11
11,350,2486.2200000000003,4,4,4,444,12
1,348,3250.64,4,4,4,444,12
15,22,318.17,4,2,2,422,8
11,415,1546.91,4,4,3,443,11
199,1,179.0,1,1,1,111,3
3,29,1096.67,4,2,3,423,9
15,197,4911.14,4,4,4,444,12
14,139,606.13,4,4,2,442,10
10,359,2838.2,4,4,4,444,12
29,25,917.07,3,2,3,323,8
9,341,2664.2599999999998,4,4,4,444,12
24,10,160.19,3,1,1,311,5
25,71,867.38,3,3,3,333,9
43,55,329.68,3,3,2,332,8
2,238,1592.18,4,4,3,443,11
6,37,663.81,4,2,3,423,9
147,29,187.92000000000002,1,2,1,121,4
10,278,1158.3,4,4,3,443,11
25,52,718.08,3,3,3,333,9
274,10,268.58,1,1,1,111,3
374,71,313.49,1,3,2,132,6
1,501,2005.06,4,4,4,444,12
47,45,380.02,3,3,2,332,8
8,149,2686.34,4,4,4,444,12
9,216,9451.54,4,4,4,444,12
4,205,5807.6900000000005,4,4,4,444,12
4,17,1164.55,4,1,3,413,8
39,56,1289.94,3,3,3,333,9
2,61,3899.1,4,3,4,434,11
191,93,1423.21,1,3,3,133,7
12,59,1400.34,4,3,3,433,10
16,28,1088.53,4,2,3,423,9
113,70,1167.16,2,3,3,233,8
248,19,294.3,1,2,2,122,5
29,92,1311.79,3,3,3,333,9
44,5,389.64,3,1,2,312,6
87,30,563.15,2,2,2,222,6
45,41,638.05,3,2,2,322,7
10,237,4965.38,4,4,4,444,12
15,38,738.96,4,2,3,423,9
75,19,420.5,2,2,2,222,6
145,71,1484.06,1,3,3,133,7
5,102,1625.97,4,3,4,434,11
294,7,53.8,1,1,1,111,3
59,11,255.9,2,1,1,211,4
264,21,300.52,1,2,2,122,5
44,7,250.55,3,1,1,311,5
29,39,254.11,3,2,1,321,6
8,137,2423.07,4,4,4,444,12
17,6,139.5,4,1,1,411,6
3,1094,10641.6,4,4,4,444,12
232,52,876.42,1,3,3,133,7
112,9,139.26,2,1,1,211,4
58,60,1011.9,2,3,3,233,8
51,134,2195.58,2,4,4,244,10
4,3,-17.45,4,1,1,411,6
127,35,730.86,2,2,3,223,7
281,41,386.15,1,2,2,122,5
55,27,447.68,2,2,2,222,6
320,6,200.10000000000002,1,1,1,111,3
26,15,289.99,3,1,1,311,5
10,3,77.4,4,1,1,411,6
7,30,679.4399999999999,4,2,3,423,9
29,6,197.64,3,1,1,311,5
17,46,745.06,4,3,3,433,10
64,4,0.0,2,1,1,211,4
4,15,214.14,4,1,1,411,6
3,82,1272.11,4,3,3,433,10
166,6,131.45000000000002,1,1,1,111,3
1,1165,7839.51,4,4,4,444,12
53,12,173.74,2,1,1,211,4
51,13,157.7,2,1,1,211,4
48,392,4236.34,3,4,4,344,11
61,59,193.14,2,3,1,231,6
162,44,845.55,1,3,3,133,7
9,12,353.27,4,1,2,412,7
15,47,554.65,4,3,2,432,9
75,11,193.39000000000001,2,1,1,211,4
40,256,2175.37,3,4,4,344,11
41,255,2087.88,3,4,4,344,11
370,30,155.43,1,2,1,121,4
37,53,778.5,3,3,3,333,9
197,4,271.85,1,1,1,111,3
200,63,1110.34,1,3,3,133,7
74,48,657.8,2,3,3,233,8
64,13,272.07,2,1,1,211,4
21,29,507.29,3,2,2,322,7
367,2,48.800000000000004,1,1,1,111,3
180,70,321.43,1,3,2,132,6
10,29,1127.71,4,2,3,423,9
4,121,2226.91,4,4,4,444,12
197,17,2139.76,1,1,4,114,6
29,45,644.65,3,3,2,332,8
53,40,197.13,2,2,1,221,5
18,70,1698.35,3,3,4,334,10
10,6,102.44999999999999,4,1,1,411,6
90,110,1641.2,2,4,4,244,10
268,4,62.85,1,1,1,111,3
53,138,3295.76,2,4,4,244,10
35,158,2456.8,3,4,4,344,11
64,130,3189.81,2,4,4,244,10
149,13,309.4,1,1,2,112,4
22,392,7904.28,3,4,4,344,11
312,22,278.15,1,2,1,121,4
23,28,511.35,3,2,2,322,7
58,143,2836.69,2,4,4,244,10
9,10,463.05,4,1,2,412,7
78,131,2749.89,2,4,4,244,10
119,20,645.65,2,2,2,222,6
36,66,1311.3799999999999,3,3,3,333,9
60,61,1165.65,2,3,3,233,8
13,59,1352.04,4,3,3,433,10
9,12,168.62,4,1,1,411,6
52,6,125.79,2,1,1,211,4
26,48,841.1999999999999,3,3,3,333,9
29,11,266.76,3,1,1,311,5
7,4,52.2,4,1,1,411,6
11,103,14197.45,4,4,4,444,12
186,37,701.33,1,2,3,123,6
3,147,2939.64,4,4,4,444,12
4,72,721.95,4,3,3,433,10
262,13,327.25,1,1,2,112,4
3,98,522.38,4,3,2,432,9
210,28,519.68,1,2,2,122,5
9,50,1448.72,4,3,3,433,10
13,124,1485.54,4,4,3,443,11
77,47,706.19,2,3,3,233,8
20,17,255.4,3,1,1,311,5
27,11,589.7,3,1,2,312,6
19,54,756.64,3,3,3,333,9
132,15,765.3199999999999,2,1,3,213,6
253,18,364.8,1,2,2,122,5
79,6,1862.0,2,1,4,214,7
207,20,369.2,1,2,2,122,5
336,10,135.9,1,1,1,111,3
254,7,125.65,1,1,1,111,3
148,33,554.38,1,2,2,122,5
10,73,1237.8500000000001,4,3,3,433,10
85,23,655.75,2,2,3,223,7
8,506,11020.26,4,4,4,444,12
205,43,468.77000000000004,1,3,2,132,6
8,55,1366.38,4,3,3,433,10
23,119,1228.32,3,4,3,343,10
11,98,1414.99,4,3,3,433,10
21,24,314.11,3,2,2,322,7
21,364,2744.48,3,4,4,344,11
2,69,1025.44,4,3,3,433,10
154,18,599.9,1,2,2,122,5
3,168,3478.85,4,4,4,444,12
74,9,277.8,2,1,1,211,4
3,35,389.86,4,2,2,422,8
1,5903,132572.62,4,4,4,444,12
17,28,841.52,4,2,3,423,9
36,87,1227.43,3,3,3,333,9
86,13,258.83,2,1,1,211,4
71,79,1264.84,2,3,3,233,8
116,45,1610.15,2,3,3,233,8
213,57,977.77,1,3,3,133,7
30,78,1316.07,3,3,3,333,9
51,44,749.1,2,3,3,233,8
246,10,310.05,1,1,2,112,4
32,11,223.88,3,1,1,311,5
109,128,2372.86,2,4,4,244,10
5,42,964.6800000000001,4,2,3,423,9
366,17,363.53,1,1,2,112,4
73,88,1888.84,2,3,4,234,9
297,10,1784.71,1,1,4,114,6
9,366,8117.42,4,4,4,444,12
57,35,1617.63,2,2,4,224,8
30,172,5842.95,3,4,4,344,11
14,3,100.9,4,1,1,411,6
72,14,290.82,2,1,1,211,4
23,64,1066.57,3,3,3,333,9
9,20,361.25,4,2,2,422,8
79,20,311.69,2,2,2,222,6
46,149,7912.79,3,4,4,344,11
25,55,289.82,3,3,1,331,7
12,85,336.17,4,3,2,432,9
253,12,58.49,1,1,1,111,3
147,42,499.68,1,2,2,122,5
59,61,684.97,2,3,3,233,8
8,27,221.27,4,2,1,421,7
11,317,7006.58,4,4,4,444,12
271,5,126.7,1,1,1,111,3
10,198,1487.8,4,4,3,443,11
247,13,206.21,1,1,1,111,3
96,83,599.0,2,3,2,232,7
15,38,191.32,4,2,1,421,7
50,6,463.8,3,1,2,312,6
30,37,147.59,3,2,1,321,6
68,34,1592.06,2,2,3,223,7
35,160,1116.57,3,4,3,343,10
128,18,114.77,2,2,1,221,5
107,32,1314.45,2,2,3,223,7
37,21,114.39,3,2,1,321,6
57,11,279.94,2,1,1,211,4
57,73,765.86,2,3,3,233,8
72,216,1931.42,2,4,4,244,10
246,8,102.12,1,1,1,111,3
19,41,213.27,3,2,1,321,6
198,87,296.75,1,3,2,132,6
16,4,326.4,4,1,2,412,7
212,40,334.54,1,2,2,122,5
39,61,233.23000000000002,3,3,1,331,7
46,27,540.98,3,2,2,322,7
170,75,429.87,1,3,2,132,6
48,77,490.52,3,3,2,332,8
116,115,1641.76,2,4,4,244,10
147,158,1246.32,1,4,3,143,8
16,1160,6180.49,4,4,4,444,12
51,144,502.09,2,4,2,242,8
159,12,156.91,1,1,1,111,3
12,182,1261.78,4,4,3,443,11
36,20,308.94,3,2,2,322,7
54,128,423.04,2,4,2,242,8
43,35,260.17,3,2,1,321,6
173,20,170.04,1,2,1,121,4
34,20,125.58,3,2,1,321,6
39,32,456.26,3,2,2,322,7
267,70,266.0,1,3,1,131,5
9,479,1872.28,4,4,4,444,12
12,135,905.04,4,4,3,443,11
3,563,6763.16,4,4,4,444,12
10,155,1661.33,4,4,4,444,12
33,72,377.01,3,3,2,332,8
80,61,469.0,2,3,2,232,7
31,37,1051.95,3,2,3,323,8
8,48,627.13,4,3,2,432,9
72,7,518.28,2,1,2,212,5
4,111,668.14,4,4,3,443,11
256,55,4464.1,1,3,4,134,8
5,513,2571.02,4,4,4,444,12
16,400,4277.66,4,4,4,444,12
90,27,252.73000000000002,2,2,1,221,5
72,127,465.55,2,4,2,242,8
43,133,665.59,3,4,3,343,10
10,1508,19786.44,4,4,4,444,12
170,67,180.35,1,3,1,131,5
199,5,135.93,1,1,1,111,3
31,3,537.0,3,1,2,312,6
19,461,7629.38,3,4,4,344,11
152,13,633.66,1,1,2,112,4
9,207,5064.01,4,4,4,444,12
270,22,343.62,1,2,2,122,5
65,98,380.57,2,3,2,232,7
274,3,121.17000000000002,1,1,1,111,3
25,80,1727.17,3,3,4,334,10
23,143,1391.61,3,4,3,343,10
319,30,215.78,1,2,1,121,4
5,71,697.79,4,3,3,433,10
12,114,302.1,4,4,2,442,10
275,25,1489.5,1,2,3,123,6
25,276,2124.9900000000002,3,4,4,344,11
41,239,1325.82,3,4,3,343,10
8,121,303.09,4,4,2,442,10
4,410,54228.74,4,4,4,444,12
71,57,987.86,2,3,3,233,8
213,5,370.79999999999995,1,1,2,112,4
38,158,3135.98,3,4,4,344,11
32,53,760.59,3,3,3,333,9
78,82,1744.76,2,3,4,234,9
46,104,553.36,3,4,2,342,9
179,70,1109.53,1,3,3,133,7
373,1,106.2,1,1,1,111,3
94,26,982.07,2,2,3,223,7
10,76,612.43,4,3,2,432,9
105,42,748.87,2,2,3,223,7
78,27,773.03,2,2,3,223,7
173,49,880.85,1,3,3,133,7
7,451,9623.35,4,4,4,444,12
213,48,893.66,1,3,3,133,7
22,35,487.35,3,2,2,322,7
257,5,88.2,1,1,1,111,3
282,15,306.94,1,1,2,112,4
21,60,1140.27,3,3,3,333,9
10,145,2420.84,4,4,4,444,12
308,23,381.32,1,2,2,122,5
54,31,476.96,2,2,2,222,6
215,26,457.81,1,2,2,122,5
18,112,4410.14,3,4,4,344,11
104,49,1364.7,2,3,3,233,8
43,11,219.39000000000001,3,1,1,311,5
4,25,248.08,4,2,1,421,7
182,5,649.5,1,1,3,113,5
84,23,410.48,2,2,2,222,6
330,6,635.1,1,1,2,112,4
9,9,310.03,4,1,2,412,7
31,35,703.36,3,2,3,323,8
167,71,1002.54,1,3,3,133,7
18,101,2298.93,3,3,4,334,10
18,102,1407.73,3,3,3,333,9
311,20,247.66,1,2,1,121,4
142,61,1291.75,2,3,3,233,8
241,31,463.75,1,2,2,122,5
24,40,970.25,3,2,3,323,8
29,84,1567.48,3,3,3,333,9
10,101,3439.41,4,3,4,434,11
30,197,2760.56,3,4,4,344,11
18,21,340.11,3,2,2,322,7
18,45,1352.75,3,3,3,333,9
15,80,1550.13,4,3,3,433,10
134,1,244.8,2,1,1,211,4
246,14,266.4,1,1,1,111,3
130,22,343.82,2,2,2,222,6
50,28,457.72,3,2,2,322,7
85,87,1612.13,2,3,3,233,8
7,106,2199.31,4,4,4,444,12
23,15,184.19,3,1,1,311,5
25,140,11117.05,3,4,4,344,11
66,16,406.53,2,1,2,212,5
60,111,1419.54,2,4,3,243,9
50,84,3447.4,3,3,4,334,10
170,22,330.11,1,2,2,122,5
18,52,977.9300000000001,3,3,3,333,9
128,29,982.42,2,2,3,223,7
15,73,1387.99,4,3,3,433,10
233,10,127.15,1,1,1,111,3
3,69,1282.45,4,3,3,433,10
240,13,178.96,1,1,1,111,3
52,81,2350.0,2,3,4,234,9
46,26,498.74,3,2,2,322,7
226,14,259.45,1,1,1,111,3
8,218,6530.04,4,4,4,444,12
4,67,1194.73,4,3,3,433,10
165,95,1313.66,1,3,3,133,7
219,29,608.65,1,2,2,122,5
11,20,301.29,4,2,2,422,8
134,23,520.8000000000001,2,2,2,222,6
17,344,5303.97,4,4,4,444,12
10,278,4684.24,4,4,4,444,12
31,22,329.25,3,2,2,322,7
74,92,240.27,2,3,1,231,6
1,55,961.49,4,3,3,433,10
4,133,1869.5,4,4,4,444,12
45,7,401.40000000000003,3,1,2,312,6
2,720,18573.68,4,4,4,444,12
357,4,158.16,1,1,1,111,3
18,29,304.47,3,2,2,322,7
69,103,843.05,2,4,3,243,9
373,27,487.75,1,2,2,122,5
321,41,163.0,1,2,1,121,4
26,5,106.56,3,1,1,311,5
325,7,1034.5,1,1,3,113,5
9,110,1624.05,4,4,4,444,12
323,11,135.75,1,1,1,111,3
72,23,224.14,2,2,1,221,5
260,3,40.5,1,1,1,111,3
18,95,2186.2,3,3,4,334,10
367,6,87.5,1,1,1,111,3
66,18,680.28,2,2,3,223,7
154,29,622.85,1,2,2,122,5
29,63,406.76,3,3,2,332,8
70,21,310.62,2,2,2,222,6
14,19,411.41,4,2,2,422,8
2,93,4670.08,4,3,4,434,11
1,232,15802.14,4,4,4,444,12
120,51,1044.32,2,3,3,233,8
61,19,499.32,2,2,2,222,6
3,326,7521.17,4,4,4,444,12
3,1,3861.0,4,1,4,414,9
9,36,656.44,4,2,3,423,9
92,10,193.64,2,1,1,211,4
59,13,1268.7,2,1,3,213,6
79,97,927.84,2,3,3,233,8
26,142,1827.8,3,4,4,344,11
357,9,316.58,1,1,2,112,4
85,38,648.8299999999999,2,2,3,223,7
10,9,420.29999999999995,4,1,2,412,7
1,43,867.62,4,3,3,433,10
225,20,331.18,1,2,2,122,5
60,52,894.4100000000001,2,3,3,233,8
239,7,88.94999999999999,1,1,1,111,3
319,25,325.05,1,2,2,122,5
2,110,1661.44,4,4,4,444,12
45,43,615.99,3,3,2,332,8
88,2,96.6,2,1,1,211,4
11,166,5756.89,4,4,4,444,12
176,9,305.75,1,1,2,112,4
52,119,1758.92,2,4,4,244,10
366,11,114.1,1,1,1,111,3
319,5,585.0,1,1,2,112,4
226,32,454.90000000000003,1,2,2,122,5
358,16,310.48,1,1,2,112,4
234,23,409.40000000000003,1,2,2,122,5
311,8,154.41,1,1,1,111,3
37,58,1219.4,3,3,3,333,9
66,126,3376.96,2,4,4,244,10
239,23,429.6,1,2,2,122,5
113,31,612.06,2,2,2,222,6
277,14,197.0,1,1,1,111,3
218,143,2247.51,1,4,4,144,9
299,15,321.05,1,1,2,112,4
2,99,1412.32,4,3,3,433,10
29,52,1056.54,3,3,3,333,9
10,52,764.34,4,3,3,433,10
45,83,1685.57,3,3,4,334,10
67,111,1738.59,2,4,4,244,10
74,22,316.68,2,2,2,222,6
65,34,631.57,2,2,2,222,6
134,89,2515.84,2,3,4,234,9
238,33,514.15,1,2,2,122,5
122,6,356.0,2,1,2,212,5
32,358,6657.36,3,4,4,344,11
9,121,10327.11,4,4,4,444,12
36,44,740.78,3,3,3,333,9
16,55,915.3,4,3,3,433,10
127,18,300.36,2,2,2,222,6
67,47,890.85,2,3,3,233,8
149,6,98.45,1,1,1,111,3
281,8,232.14999999999998,1,1,1,111,3
169,34,623.16,1,2,2,122,5
100,78,1780.77,2,3,4,234,9
135,19,254.82,2,2,1,221,5
324,10,178.95000000000002,1,1,1,111,3
107,12,156.51,2,1,1,211,4
64,23,393.74,2,2,2,222,6
151,82,1506.1200000000001,1,3,3,133,7
338,6,119.3,1,1,1,111,3
22,11,1717.36,3,1,4,314,8
24,2,408.8,3,1,2,312,6
16,48,2298.2,4,3,4,434,11
7,275,2485.82,4,4,4,444,12
57,63,721.94,2,3,3,233,8
4,47,716.57,4,3,3,433,10
31,42,609.19,3,2,2,322,7
66,52,135.31,2,3,1,231,6
47,12,255.89999999999998,3,1,1,311,5
355,21,277.40999999999997,1,2,1,121,4
172,16,113.12,1,1,1,111,3
59,150,2239.9500000000003,2,4,4,244,10
50,3,240.55,3,1,1,311,5
22,21,485.24,3,2,2,322,7
43,88,2306.52,3,3,4,334,10
29,59,935.1,3,3,3,333,9
5,212,7803.7699999999995,4,4,4,444,12
26,109,4596.51,3,4,4,344,11
201,25,180.94,1,2,1,121,4
44,200,3610.31,3,4,4,344,11
10,41,635.04,4,2,2,422,8
2,194,3774.1,4,4,4,444,12
67,12,3787.09,2,1,4,214,7
64,28,496.44,2,2,2,222,6
51,247,5028.12,2,4,4,244,10
290,31,574.02,1,2,2,122,5
61,26,680.3,2,2,3,223,7
64,58,1174.35,2,3,3,233,8
96,12,205.3,2,1,1,211,4
271,21,302.27,1,2,2,122,5
1,2491,59419.340000000004,4,4,4,444,12
75,48,921.1,2,3,3,233,8
110,1,52.0,2,1,1,211,4
199,24,327.97,1,2,2,122,5
64,38,551.54,2,2,2,222,6
327,1,165.0,1,1,1,111,3
4,33,312.62,4,2,2,422,8
284,16,204.5,1,1,1,111,3
44,36,267.13,3,2,1,321,6
49,106,2650.73,3,4,4,344,11
64,49,602.97,2,3,2,232,7
104,49,162.29,2,3,1,231,6
334,29,311.71,1,2,2,122,5
53,10,208.75,2,1,1,211,4
35,62,1005.5,3,3,3,333,9
32,13,714.96,3,1,3,313,7
366,35,1661.06,1,2,4,124,7
208,16,1028.56,1,1,3,113,5
157,99,351.67,1,3,2,132,6
54,36,173.97,2,2,1,221,5
66,88,557.57,2,3,2,232,7
81,17,2020.52,2,1,4,214,7
116,26,391.76,2,2,2,222,6
87,21,364.5,2,2,2,222,6
1,32,476.58,4,2,2,422,8
