Recency,Frequency,MonetaryValue,RFM_Segment,ClusterLabel
325,1,76.32000000000001,1.01.01.0,Dormant
8,214,4076.91,4.04.04.0,Champions
12,105,442.85,4.04.02.0,Regulars
4,5111,65164.79,4.04.04.0,Champions
37,21,147.35,3.02.01.0,Dormant
16,250,3104.17,4.04.04.0,Champions
138,26,194.9,2.02.01.0,Dormant
74,35,5976.79,2.02.04.0,Regulars
5,79,1360.28,4.03.03.0,Champions
155,21,216.20999999999998,1.02.01.0,Dormant
239,74,1266.23,1.03.03.0,Regulars
52,123,2703.23,2.04.04.0,Regulars
31,34,597.91,3.02.02.0,Regulars
73,9,144.2,2.01.01.0,Dormant
4,156,5683.15,4.04.04.0,Champions
14,10,692.85,4.01.03.0,Regulars
23,160,2915.15,3.04.04.0,Champions
4,34,1840.42,4.02.04.0,Champions
274,15,386.53,1.01.02.0,Dormant
20,72,1382.74,3.03.03.0,Regulars
144,3,90.0,1.01.01.0,Dormant
4,159,2780.15,4.04.04.0,Champions
84,5,419.58000000000004,2.01.02.0,Dormant
11,167,2740.43,4.04.04.0,Champions
8,15,706.1300000000001,4.01.03.0,Regulars
123,44,709.71,2.03.03.0,Regulars
61,46,637.5,2.03.02.0,Regulars
2,52,1123.8600000000001,4.03.03.0,Champions
319,67,483.86,1.03.02.0,Regulars
2,200,3586.0299999999997,4.04.04.0,Champions
130,28,605.64,2.02.02.0,Regulars
2,134,4690.31,4.04.04.0,Champions
2,47,982.3800000000001,4.03.03.0,Champions
46,26,415.82,3.02.02.0,Regulars
4,66,935.05,4.03.03.0,Champions
3,40,915.13,4.02.03.0,Champions
373,22,311.81,1.02.02.0,Dormant
134,7,115.8,2.01.01.0,Dormant
47,11,3742.2,3.01.04.0,Regulars
9,210,4191.0,4.04.04.0,Champions
78,5,483.4,2.01.02.0,Dormant
234,3,157.2,1.01.01.0,Dormant
221,28,446.62,1.02.02.0,Dormant
36,26,658.64,3.02.02.0,Regulars
75,49,621.29,2.03.02.0,Regulars
239,52,1345.62,1.03.03.0,Regulars
266,6,118.75,1.01.01.0,Dormant
10,1400,117379.63,4.04.04.0,Champions
20,48,432.88,3.03.02.0,Regulars
40,41,507.66,3.02.02.0,Regulars
20,1204,4693.01,3.04.04.0,Champions
216,108,1110.52,1.04.03.0,Regulars
174,25,289.36,1.02.01.0,Dormant
87,52,2445.91,2.03.04.0,Regulars
71,29,1631.77,2.02.03.0,Regulars
276,25,122.53999999999999,1.02.01.0,Dormant
39,52,574.84,3.03.02.0,Regulars
98,58,363.79,2.03.02.0,Regulars
11,29,450.84,4.02.02.0,Regulars
33,26,134.46,3.02.01.0,Dormant
60,149,3222.3,2.04.04.0,Champions
297,31,576.9000000000001,1.02.02.0,Dormant
86,42,559.41,2.03.02.0,Regulars
9,327,1620.93,4.04.03.0,Champions
41,165,719.78,3.04.03.0,Regulars
11,240,4748.52,4.04.04.0,Champions
67,24,452.89,2.02.02.0,Regulars
331,3,197.65,1.01.01.0,Dormant
31,65,2054.36,3.03.04.0,Regulars
2,265,4654.08,4.04.04.0,Champions
2,259,4684.76,4.04.04.0,Champions
68,42,853.39,2.03.03.0,Regulars
5,579,11349.52,4.04.04.0,Champions
202,7,1012.0,1.01.03.0,Dormant
107,6,335.52,2.01.02.0,Dormant
18,39,701.4,4.02.03.0,Regulars
218,2,185.39999999999998,1.01.01.0,Dormant
60,37,747.44,2.02.03.0,Regulars
2,44,161.03,4.03.01.0,Regulars
17,24,466.7,4.02.02.0,Regulars
239,20,328.15999999999997,1.02.02.0,Dormant
95,10,151.74,2.01.01.0,Dormant
11,87,2073.43,4.03.04.0,Champions
106,102,1905.8400000000001,2.04.04.0,Regulars
53,112,2241.1,2.04.04.0,Regulars
90,9,1070.48,2.01.03.0,Dormant
31,67,1004.38,3.03.03.0,Regulars
12,108,1789.72,4.04.04.0,Champions
3,59,1839.3,4.03.04.0,Champions
2,100,2004.98,4.03.04.0,Champions
43,12,169.48000000000002,3.01.01.0,Dormant
4,7,89.94,4.01.01.0,Dormant
247,21,632.4,1.02.02.0,Dormant
42,193,3432.8,3.04.04.0,Champions
177,41,683.17,1.02.03.0,Regulars
92,60,991.13,2.03.03.0,Regulars
110,118,1050.12,2.04.03.0,Regulars
29,67,2232.19,3.03.04.0,Regulars
26,175,3350.96,3.04.04.0,Champions
52,40,1547.2,2.02.03.0,Regulars
184,50,925.71,1.03.03.0,Regulars
43,115,2048.07,3.04.04.0,Regulars
49,35,1462.72,3.02.03.0,Regulars
22,159,775.46,3.04.03.0,Regulars
75,79,3144.86,2.03.04.0,Regulars
81,15,490.86,2.01.02.0,Dormant
373,9,161.0,1.01.01.0,Dormant
326,8,146.85,1.01.01.0,Dormant
43,112,2380.85,3.04.04.0,Regulars
30,42,890.34,3.03.03.0,Regulars
184,10,213.70000000000002,1.01.01.0,Dormant
235,16,280.55,1.01.01.0,Dormant
9,141,2588.77,4.04.04.0,Champions
220,108,1693.45,1.04.04.0,Regulars
111,75,1474.06,2.03.03.0,Regulars
278,20,136.76999999999998,1.02.01.0,Dormant
318,8,302.58,1.01.01.0,Dormant
7,111,1904.05,4.04.04.0,Champions
2,78,2879.7000000000003,4.03.04.0,Champions
260,53,969.0600000000001,1.03.03.0,Regulars
64,106,3099.7200000000003,2.04.04.0,Regulars
9,111,12669.98,4.04.04.0,Champions
142,5,120.0,2.01.01.0,Dormant
51,52,1163.45,3.03.03.0,Regulars
8,143,2618.23,4.04.04.0,Champions
155,17,333.97,1.01.02.0,Dormant
109,31,530.18,2.02.02.0,Regulars
163,55,1516.24,1.03.03.0,Regulars
332,29,492.65000000000003,1.02.02.0,Dormant
226,10,112.32,1.01.01.0,Dormant
74,33,437.96,2.02.02.0,Regulars
51,29,559.97,3.02.02.0,Regulars
99,64,1119.74,2.03.03.0,Regulars
15,225,4216.2,4.04.04.0,Champions
197,8,134.04,1.01.01.0,Dormant
3,156,3729.34,4.04.04.0,Champions
31,32,595.25,3.02.02.0,Regulars
21,27,1910.01,3.02.04.0,Regulars
24,280,4628.75,3.04.04.0,Champions
8,9,176.63,4.01.01.0,Dormant
213,16,426.6,1.01.02.0,Dormant
9,47,911.26,4.03.03.0,Regulars
11,101,2314.65,4.04.04.0,Champions
2,237,3883.25,4.04.04.0,Champions
8,100,4871.93,4.03.04.0,Champions
3,61,1046.56,4.03.03.0,Champions
40,5,166.20000000000002,3.01.01.0,Dormant
18,62,1305.33,4.03.03.0,Regulars
8,1637,51527.3,4.04.04.0,Champions
8,143,3965.62,4.04.04.0,Champions
19,3,43.2,3.01.01.0,Dormant
117,13,640.14,2.01.02.0,Dormant
223,17,383.45,1.01.02.0,Dormant
71,105,1858.96,2.04.04.0,Regulars
51,33,2093.32,3.02.04.0,Regulars
89,180,2995.72,2.04.04.0,Regulars
8,117,2352.53,4.04.04.0,Champions
243,20,310.26,1.02.02.0,Dormant
47,87,1611.59,3.03.03.0,Regulars
107,8,120.0,2.01.01.0,Dormant
45,101,2481.13,3.04.04.0,Regulars
65,24,508.58000000000004,2.02.02.0,Regulars
207,31,477.79,1.02.02.0,Dormant
11,123,1530.75,4.04.03.0,Champions
115,36,605.0600000000001,2.02.02.0,Regulars
242,8,183.85,1.01.01.0,Dormant
163,12,311.65,1.01.02.0,Dormant
17,259,5014.84,4.04.04.0,Champions
124,28,462.65999999999997,2.02.02.0,Dormant
23,26,866.31,3.02.03.0,Regulars
68,15,415.2,2.01.02.0,Dormant
17,162,2552.21,4.04.04.0,Champions
16,63,468.26,4.03.02.0,Regulars
17,90,1614.91,4.03.03.0,Champions
161,31,588.22,1.02.02.0,Regulars
243,14,309.52,1.01.02.0,Dormant
219,6,134.7,1.01.01.0,Dormant
45,129,2182.28,3.04.04.0,Regulars
21,21,668.5600000000001,3.02.02.0,Regulars
127,71,889.9300000000001,2.03.03.0,Regulars
39,6,108.97999999999999,3.01.01.0,Dormant
121,60,1021.58,2.03.03.0,Regulars
260,18,409.57,1.02.02.0,Dormant
10,31,133.5,4.02.01.0,Regulars
274,18,282.93,1.02.01.0,Dormant
165,1,51.0,1.01.01.0,Dormant
157,47,1078.96,1.03.03.0,Regulars
215,6,90.6,1.01.01.0,Dormant
6,9,163.62,4.01.01.0,Dormant
366,11,174.4,1.01.01.0,Dormant
80,33,701.23,2.02.03.0,Regulars
43,41,225.77,3.02.01.0,Regulars
19,55,912.18,3.03.03.0,Regulars
32,118,2128.23,3.04.04.0,Champions
22,41,161.2,3.02.01.0,Regulars
109,69,3717.35,2.03.04.0,Regulars
8,524,9261.52,4.04.04.0,Champions
320,8,155.0,1.01.01.0,Dormant
295,4,100.5,1.01.01.0,Dormant
358,4,76.55,1.01.01.0,Dormant
185,75,257.68,1.03.01.0,Regulars
191,11,617.05,1.01.02.0,Dormant
44,46,348.1,3.03.02.0,Regulars
52,56,202.68,2.03.01.0,Regulars
26,131,626.0699999999999,3.04.02.0,Regulars
38,59,1247.69,3.03.03.0,Regulars
9,14,202.11,4.01.01.0,Regulars
297,7,142.4,1.01.01.0,Dormant
33,140,1770.56,3.04.04.0,Champions
10,186,3212.84,4.04.04.0,Champions
65,45,1043.46,2.03.03.0,Regulars
10,286,4652.82,4.04.04.0,Champions
218,5,67.95,1.01.01.0,Dormant
2,350,3507.71,4.04.04.0,Champions
65,73,487.99,2.03.02.0,Regulars
3,87,2612.96,4.03.04.0,Champions
149,25,574.7,1.02.02.0,Dormant
4,182,4051.48,4.04.04.0,Champions
130,20,1475.81,2.02.03.0,Regulars
34,103,1474.32,3.04.03.0,Regulars
119,8,156.75,2.01.01.0,Dormant
107,73,2157.73,2.03.04.0,Regulars
11,107,2606.53,4.04.04.0,Champions
71,54,2059.4500000000003,2.03.04.0,Regulars
92,194,1105.07,2.04.03.0,Regulars
311,14,1063.0,1.01.03.0,Dormant
43,43,770.03,3.03.03.0,Regulars
362,23,122.7,1.02.01.0,Dormant
92,97,1496.98,2.03.03.0,Regulars
1,590,5900.28,4.04.04.0,Champions
22,14,490.22,3.01.02.0,Regulars
4,124,1937.25,4.04.04.0,Champions
11,206,1058.06,4.04.03.0,Champions
99,29,387.52,2.02.02.0,Dormant
57,27,813.11,2.02.03.0,Regulars
1,222,4263.64,4.04.04.0,Champions
218,3,265.2,1.01.01.0,Dormant
18,1,322.08,4.01.02.0,Dormant
24,224,4481.67,3.04.04.0,Champions
50,17,363.34000000000003,3.01.02.0,Dormant
7,144,1244.83,4.04.03.0,Champions
303,17,470.36,1.01.02.0,Dormant
10,382,2255.51,4.04.04.0,Champions
22,12,1372.8,3.01.03.0,Regulars
99,9,89.06,2.01.01.0,Dormant
366,5,63.0,1.01.01.0,Dormant
306,9,131.9,1.01.01.0,Dormant
320,32,2661.24,1.02.04.0,Regulars
8,55,2357.6800000000003,4.03.04.0,Champions
1,51,1712.89,4.03.04.0,Champions
205,63,1589.82,1.03.03.0,Regulars
54,93,1420.2,2.03.03.0,Regulars
1,293,1039.58,4.04.03.0,Champions
19,70,1163.23,3.03.03.0,Regulars
9,20,375.35,4.02.02.0,Regulars
19,258,907.1,3.04.03.0,Champions
181,40,483.25,1.02.02.0,Regulars
60,109,662.59,2.04.02.0,Regulars
11,62,264.44,4.03.01.0,Regulars
190,22,119.93,1.02.01.0,Dormant
5,970,3062.4,4.04.04.0,Champions
311,4,113.64,1.01.01.0,Dormant
155,37,1837.92,1.02.04.0,Regulars
110,16,434.34,2.01.02.0,Dormant
148,180,2103.06,1.04.04.0,Regulars
66,240,2004.02,2.04.04.0,Champions
98,6,529.62,2.01.02.0,Dormant
247,130,1058.6200000000001,1.04.03.0,Regulars
29,72,2272.4,3.03.04.0,Regulars
18,90,598.76,4.03.02.0,Regulars
12,43,461.19,4.03.02.0,Regulars
104,281,1936.84,2.04.04.0,Regulars
74,7,234.34000000000003,2.01.01.0,Dormant
46,29,547.66,3.02.02.0,Regulars
72,42,925.85,2.03.03.0,Regulars
257,19,215.7,1.02.01.0,Dormant
20,10,1309.6,3.01.03.0,Regulars
254,18,316.25,1.02.02.0,Dormant
11,13,279.05,4.01.01.0,Regulars
165,30,636.51,1.02.02.0,Regulars
18,144,2068.15,4.04.04.0,Champions
282,9,137.1,1.01.01.0,Dormant
50,14,321.92,3.01.02.0,Dormant
39,47,165.75,3.03.01.0,Regulars
27,144,1196.33,3.04.03.0,Regulars
68,46,1064.28,2.03.03.0,Regulars
207,30,463.38,1.02.02.0,Dormant
175,17,340.93,1.01.02.0,Dormant
7,120,2383.2400000000002,4.04.04.0,Champions
26,7,139.56,3.01.01.0,Dormant
51,6,123.8,3.01.01.0,Dormant
312,19,538.8100000000001,1.02.02.0,Dormant
309,29,475.37,1.02.02.0,Dormant
43,193,1957.32,3.04.04.0,Champions
26,194,815.32,3.04.03.0,Regulars
88,7,356.85,2.01.02.0,Dormant
184,10,251.21,1.01.01.0,Dormant
20,624,2470.67,3.04.04.0,Champions
3,164,3543.26,4.04.04.0,Champions
47,107,673.26,3.04.02.0,Regulars
17,799,5905.64,4.04.04.0,Champions
17,316,2012.17,4.04.04.0,Champions
24,96,1383.18,3.03.03.0,Regulars
22,57,276.42,3.03.01.0,Regulars
11,68,1314.81,4.03.03.0,Regulars
188,23,275.28,1.02.01.0,Dormant
101,12,455.59000000000003,2.01.02.0,Dormant
61,73,1055.35,2.03.03.0,Regulars
18,101,2102.09,4.04.04.0,Champions
33,18,330.45,3.02.02.0,Regulars
64,16,174.37,2.01.01.0,Dormant
2,4,270.6,4.01.01.0,Regulars
24,17,974.54,3.01.03.0,Regulars
108,12,241.09,2.01.01.0,Dormant
32,203,1867.68,3.04.04.0,Champions
20,291,4332.2,3.04.04.0,Champions
3,972,8508.82,4.04.04.0,Champions
37,18,364.21999999999997,3.02.02.0,Regulars
60,229,620.04,2.04.02.0,Regulars
26,216,2925.91,3.04.04.0,Champions
236,64,932.85,1.03.03.0,Regulars
25,62,1949.72,3.03.04.0,Regulars
3,519,4447.05,4.04.04.0,Champions
60,330,2864.19,2.04.04.0,Champions
260,19,171.8,1.02.01.0,Dormant
58,10,355.56,2.01.02.0,Dormant
65,19,388.25,2.02.02.0,Dormant
16,32,537.48,4.02.02.0,Regulars
10,76,996.26,4.03.03.0,Regulars
59,111,1461.65,2.04.03.0,Regulars
186,5,103.25,1.01.01.0,Dormant
29,72,3630.33,3.03.04.0,Champions
24,114,2024.45,3.04.04.0,Champions
5,399,2578.09,4.04.04.0,Champions
4,366,4007.54,4.04.04.0,Champions
151,4,652.8,1.01.02.0,Dormant
311,56,289.24,1.03.01.0,Dormant
11,48,765.62,4.03.03.0,Regulars
18,10,186.23,4.01.01.0,Dormant
152,58,165.07,1.03.01.0,Dormant
19,113,859.27,3.04.03.0,Regulars
10,216,2381.04,4.04.04.0,Champions
57,21,324.14,2.02.02.0,Dormant
85,16,788.38,2.01.03.0,Regulars
7,74,2237.77,4.03.04.0,Champions
76,69,1080.76,2.03.03.0,Regulars
4,423,5074.77,4.04.04.0,Champions
96,127,3099.12,2.04.04.0,Regulars
111,4,1432.0,2.01.03.0,Dormant
57,33,1530.3600000000001,2.02.03.0,Regulars
1,12,227.39,4.01.01.0,Regulars
281,29,218.06,1.02.01.0,Dormant
3,270,2832.84,4.04.04.0,Champions
180,235,1653.42,1.04.03.0,Regulars
372,1,35.400000000000006,1.01.01.0,Dormant
13,123,859.71,4.04.03.0,Regulars
3,24,168.63,4.02.01.0,Regulars
17,17,138.6,4.01.01.0,Dormant
41,6,114.11,3.01.01.0,Dormant
6,330,1052.55,4.04.03.0,Champions
169,100,1042.26,1.03.03.0,Regulars
50,29,157.05,3.02.01.0,Dormant
277,19,237.36,1.02.01.0,Dormant
19,383,1601.14,3.04.03.0,Champions
372,3,39.75,1.01.01.0,Dormant
15,197,1447.14,4.04.03.0,Champions
35,164,570.46,3.04.02.0,Regulars
22,152,617.99,3.04.02.0,Regulars
7,53,379.83,4.03.02.0,Regulars
20,102,1740.6,3.04.04.0,Champions
11,55,883.15,4.03.03.0,Regulars
44,50,221.97,3.03.01.0,Regulars
306,25,393.33000000000004,1.02.02.0,Dormant
11,7,213.96,4.01.01.0,Dormant
275,2,660.0,1.01.02.0,Dormant
1,2700,12156.65,4.04.04.0,Champions
16,86,16569.5,4.03.04.0,Champions
4,20,1785.15,4.02.04.0,Regulars
72,4,601.56,2.01.02.0,Dormant
243,3,406.08000000000004,1.01.02.0,Dormant
9,16,553.44,4.01.02.0,Regulars
246,20,394.44,1.02.02.0,Dormant
206,26,412.78000000000003,1.02.02.0,Dormant
1,92,1788.3600000000001,4.03.04.0,Champions
185,21,320.58000000000004,1.02.02.0,Dormant
32,134,889.25,3.04.03.0,Regulars
57,13,225.85,2.01.01.0,Dormant
196,53,899.63,1.03.03.0,Regulars
24,122,2791.27,3.04.04.0,Champions
91,24,671.96,2.02.02.0,Regulars
4,152,959.01,4.04.03.0,Champions
51,41,1006.98,3.02.03.0,Regulars
263,8,114.56,1.01.01.0,Dormant
266,20,344.90000000000003,1.02.02.0,Dormant
36,28,609.85,3.02.02.0,Regulars
51,16,443.6,3.01.02.0,Dormant
52,172,2984.49,2.04.04.0,Champions
24,106,2125.08,3.04.04.0,Champions
22,7,110.46,3.01.01.0,Dormant
59,2,96.12,2.01.01.0,Dormant
170,31,693.8100000000001,1.02.03.0,Regulars
68,26,830.76,2.02.03.0,Regulars
157,30,597.09,1.02.02.0,Regulars
2,2080,280206.02,4.04.04.0,Champions
201,30,243.22,1.02.01.0,Dormant
5,199,1417.29,4.04.03.0,Champions
67,102,654.6,2.04.02.0,Regulars
77,29,114.18,2.02.01.0,Dormant
1,237,1947.55,4.04.04.0,Champions
8,49,1932.23,4.03.04.0,Champions
169,80,291.05,1.03.01.0,Regulars
18,126,848.22,4.04.03.0,Regulars
5,29,247.15,4.02.01.0,Regulars
9,253,2529.93,4.04.04.0,Champions
87,30,285.74,2.02.01.0,Dormant
27,4,107.95,3.01.01.0,Dormant
29,168,771.17,3.04.03.0,Regulars
20,99,637.89,3.03.02.0,Regulars
61,90,1835.7,2.03.04.0,Regulars
24,14,195.25,3.01.01.0,Dormant
11,573,9241.2,4.04.04.0,Champions
242,170,1269.99,1.04.03.0,Regulars
280,132,411.53,1.04.02.0,Regulars
235,61,765.55,1.03.03.0,Regulars
3,74,1736.4,4.03.04.0,Champions
16,102,604.75,4.04.02.0,Regulars
31,42,2548.2400000000002,3.03.04.0,Regulars
25,258,28754.11,3.04.04.0,Champions
71,7,498.95,2.01.02.0,Dormant
188,2,52.0,1.01.01.0,Dormant
26,421,1236.28,3.04.03.0,Champions
107,15,628.38,2.01.02.0,Dormant
8,327,5630.87,4.04.04.0,Champions
209,13,112.8,1.01.01.0,Dormant
44,50,371.7,3.03.02.0,Regulars
31,71,2114.33,3.03.04.0,Regulars
137,68,591.55,2.03.02.0,Regulars
265,8,172.9,1.01.01.0,Dormant
4,130,2078.95,4.04.04.0,Champions
218,22,188.60999999999999,1.02.01.0,Dormant
2,210,1250.76,4.04.03.0,Champions
214,8,109.13000000000001,1.01.01.0,Dormant
32,115,2235.3,3.04.04.0,Champions
11,335,2549.37,4.04.04.0,Champions
1,347,3292.14,4.04.04.0,Champions
15,22,318.17,4.02.02.0,Regulars
11,415,1546.91,4.04.03.0,Champions
199,1,179.0,1.01.01.0,Dormant
3,28,1126.37,4.02.03.0,Champions
15,196,4921.04,4.04.04.0,Champions
14,139,606.13,4.04.02.0,Regulars
10,357,2868.8,4.04.04.0,Champions
29,25,917.07,3.02.03.0,Regulars
9,339,2666.36,4.04.04.0,Champions
24,10,160.19,3.01.01.0,Dormant
25,71,867.38,3.03.03.0,Regulars
43,55,329.68,3.03.02.0,Regulars
2,237,1602.13,4.04.03.0,Champions
6,37,663.81,4.02.02.0,Regulars
147,29,187.92000000000002,1.02.01.0,Dormant
10,278,1158.3,4.04.03.0,Champions
25,52,718.08,3.03.03.0,Regulars
274,10,268.58,1.01.01.0,Dormant
374,71,313.49,1.03.02.0,Dormant
1,501,2005.06,4.04.04.0,Champions
47,45,380.02,3.03.02.0,Regulars
8,147,2702.4900000000002,4.04.04.0,Champions
16,202,9585.91,4.04.04.0,Champions
4,194,6065.69,4.04.04.0,Champions
4,17,1164.55,4.01.03.0,Regulars
43,54,1314.45,3.03.03.0,Regulars
4,60,3902.28,4.03.04.0,Champions
197,89,1448.21,1.03.03.0,Regulars
12,59,1400.34,4.03.03.0,Regulars
16,26,1099.98,4.02.03.0,Regulars
113,69,1220.26,2.03.03.0,Regulars
249,18,328.2,1.02.02.0,Dormant
29,89,1415.75,3.03.03.0,Regulars
44,5,389.64,3.01.02.0,Dormant
87,30,563.15,2.02.02.0,Regulars
45,41,638.05,3.02.02.0,Regulars
10,235,5010.28,4.04.04.0,Champions
15,38,738.96,4.02.03.0,Regulars
75,19,420.5,2.02.02.0,Dormant
145,71,1484.06,1.03.03.0,Regulars
5,102,1625.97,4.04.03.0,Champions
297,5,89.2,1.01.01.0,Dormant
59,11,255.9,2.01.01.0,Dormant
264,21,300.52,1.02.01.0,Dormant
47,6,278.3,3.01.01.0,Dormant
29,39,254.11,3.02.01.0,Regulars
8,135,2473.37,4.04.04.0,Champions
17,5,192.60000000000002,4.01.01.0,Dormant
3,1090,10674.75,4.04.04.0,Champions
232,52,876.42,1.03.03.0,Regulars
112,9,139.26,2.01.01.0,Dormant
58,60,1011.9,2.03.03.0,Regulars
51,117,2538.3,3.04.04.0,Regulars
127,35,730.86,2.02.03.0,Regulars
281,41,386.15,1.02.02.0,Dormant
55,27,447.68,2.02.02.0,Regulars
320,6,200.10000000000002,1.01.01.0,Dormant
26,15,289.99,3.01.01.0,Dormant
10,3,77.4,4.01.01.0,Dormant
7,30,679.4399999999999,4.02.03.0,Regulars
29,6,197.64,3.01.01.0,Dormant
17,46,745.06,4.03.03.0,Regulars
64,2,6.2,2.01.01.0,Dormant
21,14,228.99,3.01.01.0,Dormant
3,80,1319.91,4.03.03.0,Champions
166,6,131.45000000000002,1.01.01.0,Dormant
1,1141,8022.49,4.04.04.0,Champions
53,12,173.74,2.01.01.0,Dormant
51,13,157.7,3.01.01.0,Dormant
48,385,4339.74,3.04.04.0,Champions
61,59,193.14,2.03.01.0,Regulars
162,44,845.55,1.03.03.0,Regulars
9,12,353.27,4.01.02.0,Regulars
15,47,554.65,4.03.02.0,Regulars
75,11,193.39000000000001,2.01.01.0,Dormant
40,235,2741.17,3.04.04.0,Champions
41,255,2087.88,3.04.04.0,Champions
370,30,155.43,1.02.01.0,Dormant
37,53,778.5,3.03.03.0,Regulars
197,4,271.85,1.01.01.0,Dormant
200,63,1110.34,1.03.03.0,Regulars
74,48,657.8,2.03.02.0,Regulars
64,13,272.07,2.01.01.0,Dormant
21,29,507.29,3.02.02.0,Regulars
367,2,48.800000000000004,1.01.01.0,Dormant
180,70,321.43,1.03.02.0,Regulars
10,29,1127.71,4.02.03.0,Regulars
4,121,2226.91,4.04.04.0,Champions
197,17,2139.76,1.01.04.0,Regulars
29,42,697.55,3.03.03.0,Regulars
53,40,197.13,2.02.01.0,Regulars
18,67,1720.3,4.03.04.0,Regulars
10,6,102.44999999999999,4.01.01.0,Dormant
90,108,1649.5,2.04.03.0,Regulars
268,4,62.85,1.01.01.0,Dormant
53,138,3295.76,2.04.04.0,Champions
44,145,2824.69,3.04.04.0,Champions
64,130,3189.81,2.04.04.0,Regulars
149,13,309.4,1.01.02.0,Dormant
22,388,7930.54,3.04.04.0,Champions
312,21,325.75,1.02.02.0,Dormant
23,28,511.35,3.02.02.0,Regulars
58,143,2836.69,2.04.04.0,Champions
24,9,475.8,3.01.02.0,Dormant
78,127,2759.83,2.04.04.0,Regulars
119,20,645.65,2.02.02.0,Dormant
36,66,1311.3799999999999,3.03.03.0,Regulars
60,60,1173.12,2.03.03.0,Regulars
13,58,1353.74,4.03.03.0,Regulars
19,11,170.32,3.01.01.0,Dormant
52,6,125.79,2.01.01.0,Dormant
26,48,841.1999999999999,3.03.03.0,Regulars
29,11,266.76,3.01.01.0,Dormant
7,4,52.2,4.01.01.0,Dormant
11,99,14389.9,4.03.04.0,Champions
186,36,710.28,1.02.03.0,Regulars
3,144,2953.59,4.04.04.0,Champions
9,71,725.7,4.03.03.0,Regulars
262,13,327.25,1.01.02.0,Dormant
3,98,522.38,4.03.02.0,Champions
210,28,519.68,1.02.02.0,Dormant
108,47,1465.3200000000002,2.03.03.0,Regulars
13,124,1485.54,4.04.03.0,Champions
77,47,706.19,2.03.03.0,Regulars
20,17,255.4,3.01.01.0,Regulars
27,11,589.7,3.01.02.0,Regulars
19,53,761.59,3.03.03.0,Regulars
132,15,765.3199999999999,2.01.03.0,Dormant
253,18,364.8,1.02.02.0,Dormant
79,6,1862.0,2.01.04.0,Dormant
207,20,369.2,1.02.02.0,Dormant
336,10,135.9,1.01.01.0,Dormant
254,7,125.65,1.01.01.0,Dormant
148,33,554.38,1.02.02.0,Regulars
10,73,1237.8500000000001,4.03.03.0,Champions
85,23,655.75,2.02.02.0,Regulars
8,498,11138.710000000001,4.04.04.0,Champions
205,43,468.77000000000004,1.03.02.0,Dormant
8,55,1366.38,4.03.03.0,Champions
23,116,1303.52,3.04.03.0,Regulars
11,96,1421.29,4.03.03.0,Champions
26,20,332.66,3.02.02.0,Regulars
21,355,2810.63,3.04.04.0,Champions
2,69,1025.44,4.03.03.0,Champions
158,17,616.15,1.01.02.0,Dormant
3,165,3501.1,4.04.04.0,Champions
74,9,277.8,2.01.01.0,Dormant
3,30,434.35,4.02.02.0,Regulars
1,5677,143825.06,4.04.04.0,Champions
17,27,867.85,4.02.03.0,Regulars
36,87,1227.43,3.03.03.0,Regulars
91,12,307.48,2.01.02.0,Dormant
71,77,1268.98,2.03.03.0,Regulars
116,45,1610.15,2.03.03.0,Regulars
213,57,977.77,1.03.03.0,Regulars
30,78,1316.07,3.03.03.0,Regulars
51,44,749.1,3.03.03.0,Regulars
246,10,310.05,1.01.02.0,Dormant
32,11,223.88,3.01.01.0,Dormant
109,128,2372.86,2.04.04.0,Regulars
5,41,1257.68,4.02.03.0,Champions
366,17,363.53,1.01.02.0,Dormant
82,87,1890.94,2.03.04.0,Regulars
297,10,1784.71,1.01.04.0,Dormant
34,364,8137.02,3.04.04.0,Champions
57,34,1621.88,2.02.03.0,Regulars
30,170,5900.25,3.04.04.0,Champions
14,3,100.9,4.01.01.0,Dormant
72,14,290.82,2.01.01.0,Dormant
23,63,1101.97,3.03.03.0,Regulars
19,19,371.2,3.02.02.0,Regulars
79,20,311.69,2.02.02.0,Dormant
60,138,8099.49,2.04.04.0,Champions
25,55,289.82,3.03.01.0,Regulars
12,85,336.17,4.03.02.0,Regulars
253,12,58.49,1.01.01.0,Dormant
147,42,499.68,1.03.02.0,Regulars
64,59,695.42,2.03.03.0,Regulars
8,27,221.27,4.02.01.0,Regulars
11,312,7044.68,4.04.04.0,Champions
271,5,126.7,1.01.01.0,Dormant
10,198,1487.8,4.04.03.0,Champions
247,13,206.21,1.01.01.0,Dormant
96,83,599.0,2.03.02.0,Regulars
15,38,191.32,4.02.01.0,Regulars
50,6,463.8,3.01.02.0,Dormant
30,37,147.59,3.02.01.0,Regulars
68,34,1592.06,2.02.03.0,Regulars
35,160,1116.57,3.04.03.0,Regulars
128,18,114.77,2.02.01.0,Dormant
107,32,1314.45,2.02.03.0,Regulars
37,21,114.39,3.02.01.0,Dormant
57,11,279.94,2.01.01.0,Dormant
57,72,790.86,2.03.03.0,Regulars
72,216,1931.42,2.04.04.0,Regulars
246,8,102.12,1.01.01.0,Dormant
19,41,213.27,3.02.01.0,Regulars
198,87,296.75,1.03.01.0,Regulars
16,4,326.4,4.01.02.0,Dormant
212,40,334.54,1.02.02.0,Dormant
39,61,233.23000000000002,3.03.01.0,Regulars
46,26,546.1999999999999,3.02.02.0,Regulars
